% Altitude (m),CG location (cm),Mach number
371.91,456.2,0.22124
372.66,456.2,0.22149
373.41,456.2,0.22174
374.16,456.2,0.22199
374.91,456.2,0.22225
375.66,456.19,0.2225
376.42,456.19,0.22275
377.17,456.19,0.223
377.93,456.19,0.22326
378.68,456.18,0.22351
379.44,456.18,0.22376
380.2,456.18,0.22402
380.95,456.18,0.22427
381.71,456.18,0.22453
382.47,456.17,0.22478
383.23,456.17,0.22503
384,456.17,0.22529
384.76,456.17,0.22554
385.52,456.16,0.2258
386.29,456.16,0.22605
387.05,456.16,0.2263
387.82,456.16,0.22655
388.58,456.16,0.2268
389.35,456.15,0.22704
390.12,456.15,0.22729
390.89,456.15,0.22755
391.66,456.15,0.22781
392.43,456.14,0.22806
393.2,456.14,0.22832
393.98,456.14,0.22858
394.75,456.14,0.22883
395.52,456.14,0.22909
396.3,456.13,0.22935
397.07,456.13,0.2296
397.85,456.13,0.22986
398.63,456.13,0.23011
399.41,456.12,0.23037
400.19,456.12,0.23062
400.97,456.12,0.23087
401.75,456.12,0.23113
402.53,456.12,0.23139
403.31,456.11,0.23164
404.1,456.11,0.2319
404.88,456.11,0.23215
405.67,456.11,0.23241
406.46,456.1,0.23266
407.24,456.1,0.23292
408.03,456.1,0.23317
408.82,456.1,0.23343
409.61,456.1,0.23368
410.4,456.09,0.23394
411.19,456.09,0.23419
411.98,456.09,0.23445
412.78,456.09,0.23471
413.57,456.08,0.23497
414.37,456.08,0.23523
415.16,456.08,0.23549
415.96,456.08,0.23575
416.76,456.08,0.23601
417.56,456.07,0.23627
418.35,456.07,0.23653
419.16,456.07,0.23679
419.96,456.07,0.23705
420.76,456.06,0.2373
421.56,456.06,0.23756
422.36,456.06,0.23782
423.17,456.06,0.23808
423.97,456.06,0.23834
424.78,456.05,0.2386
425.59,456.05,0.23886
426.4,456.05,0.23912
427.2,456.05,0.23937
428.01,456.04,0.23963
428.82,456.04,0.23989
429.64,456.04,0.24015
430.45,456.04,0.24041
431.26,456.04,0.24066
432.08,456.03,0.24092
432.89,456.03,0.24118
433.71,456.03,0.24144
434.52,456.03,0.2417
435.34,456.02,0.24196
436.16,456.02,0.24221
436.98,456.02,0.24247
437.8,456.02,0.24273
438.62,456.02,0.24299
439.44,456.01,0.24325
440.26,456.01,0.24351
441.09,456.01,0.24376
441.91,456.01,0.24402
442.74,456,0.24428
443.56,456,0.24454
444.39,456,0.2448
445.22,456,0.24506
446.05,456,0.24533
446.88,455.99,0.24558
447.71,455.99,0.24584
448.54,455.99,0.24609
449.37,455.99,0.24635
450.2,455.98,0.24661
451.04,455.98,0.24687
451.87,455.98,0.24713
452.71,455.98,0.24739
453.54,455.98,0.24765
454.38,455.97,0.24791
455.22,455.97,0.24816
456.06,455.97,0.24841
456.9,455.97,0.24866
457.74,455.96,0.24891
458.58,455.96,0.24916
459.42,455.96,0.24942
460.27,455.96,0.24969
461.11,455.95,0.24995
461.96,455.95,0.25021
462.8,455.95,0.25047
463.65,455.95,0.25073
464.5,455.95,0.25098
465.35,455.94,0.25124
466.2,455.94,0.2515
467.05,455.94,0.25175
467.9,455.94,0.25202
468.75,455.93,0.25228
469.61,455.93,0.25255
470.46,455.93,0.25281
471.31,455.93,0.25307
472.17,455.93,0.25334
473.03,455.92,0.2536
473.88,455.92,0.25386
474.74,455.92,0.25413
475.6,455.92,0.25439
476.46,455.91,0.25465
477.32,455.91,0.25492
478.19,455.91,0.25518
479.05,455.91,0.25544
479.91,455.9,0.25571
480.78,455.9,0.25597
481.64,455.9,0.25624
482.51,455.9,0.2565
483.38,455.9,0.25677
484.25,455.89,0.25704
485.11,455.89,0.2573
485.98,455.89,0.25756
486.86,455.89,0.25783
487.73,455.88,0.25809
488.6,455.88,0.25835
489.47,455.88,0.25862
490.35,455.88,0.25888
491.22,455.88,0.25914
492.1,455.87,0.25941
492.98,455.87,0.25967
493.85,455.87,0.25994
494.73,455.87,0.26021
495.61,455.86,0.26047
496.49,455.86,0.26074
497.38,455.86,0.261
498.26,455.86,0.26127
499.14,455.85,0.26154
500.03,455.85,0.26182
500.91,455.85,0.26209
501.8,455.85,0.26236
502.68,455.85,0.26262
503.57,455.84,0.26288
504.46,455.84,0.26314
505.35,455.84,0.26341
506.24,455.84,0.26367
507.13,455.83,0.26394
508.02,455.83,0.2642
508.92,455.83,0.26447
509.81,455.83,0.26473
510.71,455.82,0.265
511.6,455.82,0.26527
512.5,455.82,0.26554
513.4,455.82,0.2658
514.29,455.82,0.26607
515.19,455.81,0.26634
516.09,455.81,0.26661
517,455.81,0.26687
517.9,455.81,0.26714
518.8,455.8,0.26741
519.7,455.8,0.26768
520.61,455.8,0.26795
521.51,455.8,0.26822
522.42,455.8,0.26849
523.33,455.79,0.26876
524.24,455.79,0.26903
525.15,455.79,0.2693
526.06,455.79,0.26956
526.97,455.78,0.26983
527.88,455.78,0.2701
528.79,455.78,0.27036
529.71,455.78,0.27064
530.62,455.77,0.27091
531.54,455.77,0.27118
532.45,455.77,0.27145
533.37,455.77,0.27172
534.29,455.77,0.27199
535.21,455.76,0.27226
536.13,455.76,0.27253
537.05,455.76,0.27279
537.97,455.76,0.27306
538.89,455.75,0.27333
539.82,455.75,0.2736
540.74,455.75,0.27387
541.67,455.75,0.27414
542.59,455.74,0.27441
543.52,455.74,0.27468
544.45,455.74,0.27495
545.38,455.74,0.27522
546.31,455.73,0.27549
547.24,455.73,0.27576
548.17,455.73,0.27604
549.1,455.73,0.27631
550.04,455.73,0.27658
550.97,455.72,0.27686
551.91,455.72,0.27713
552.84,455.72,0.27741
553.78,455.72,0.27768
554.72,455.71,0.27796
555.66,455.71,0.27823
556.6,455.71,0.27851
557.54,455.71,0.27878
558.48,455.7,0.27906
559.42,455.7,0.27934
560.37,455.7,0.27961
561.31,455.7,0.27989
562.26,455.7,0.28016
563.2,455.69,0.28044
564.15,455.69,0.28071
565.1,455.69,0.28099
566.05,455.69,0.28126
567,455.68,0.28153
567.95,455.68,0.2818
568.9,455.68,0.28208
569.85,455.68,0.28235
570.81,455.67,0.28262
571.76,455.67,0.28289
572.72,455.67,0.28317
573.67,455.67,0.28344
574.63,455.67,0.28372
575.59,455.66,0.28399
576.55,455.66,0.28426
577.51,455.66,0.28453
578.47,455.66,0.2848
579.43,455.65,0.28507
580.39,455.65,0.28534
581.36,455.65,0.28561
582.32,455.65,0.28588
583.29,455.64,0.28616
584.25,455.64,0.28643
585.22,455.64,0.2867
586.19,455.64,0.28698
587.16,455.63,0.28726
588.13,455.63,0.28754
589.1,455.63,0.28782
590.07,455.63,0.2881
591.04,455.63,0.28837
592.02,455.62,0.28864
592.99,455.62,0.28891
593.97,455.62,0.28918
594.95,455.62,0.28945
595.92,455.61,0.28973
596.9,455.61,0.29001
597.88,455.61,0.29029
598.86,455.61,0.29058
599.84,455.6,0.29086
600.82,455.6,0.29114
601.81,455.6,0.29142
602.79,455.6,0.2917
603.78,455.59,0.29198
604.76,455.59,0.29226
605.75,455.59,0.29254
606.74,455.59,0.29281
607.73,455.59,0.29309
608.71,455.58,0.29337
609.71,455.58,0.29365
610.7,455.58,0.29393
611.69,455.58,0.2942
612.68,455.57,0.29448
613.68,455.57,0.29475
614.67,455.57,0.29503
615.67,455.57,0.29531
616.66,455.56,0.29558
617.66,455.56,0.29586
618.66,455.56,0.29613
619.66,455.56,0.29641
620.66,455.55,0.29669
621.66,455.55,0.29697
622.67,455.55,0.29725
623.67,455.55,0.29752
624.67,455.54,0.2978
625.68,455.54,0.29808
626.68,455.54,0.29836
627.69,455.54,0.29863
628.7,455.54,0.29891
629.71,455.53,0.29919
630.72,455.53,0.29947
631.73,455.53,0.29975
632.74,455.53,0.30003
633.75,455.52,0.30031
634.77,455.52,0.30059
635.78,455.52,0.30087
636.8,455.52,0.30115
637.81,455.51,0.30143
638.83,455.51,0.30171
639.85,455.51,0.30199
640.87,455.51,0.30227
641.89,455.5,0.30256
642.91,455.5,0.30284
643.93,455.5,0.30312
644.96,455.5,0.30341
645.98,455.5,0.30369
647.01,455.49,0.30398
648.03,455.49,0.30426
649.06,455.49,0.30454
650.09,455.49,0.30483
651.11,455.48,0.30511
652.14,455.48,0.30539
653.17,455.48,0.30567
654.21,455.48,0.30596
655.24,455.47,0.30624
656.27,455.47,0.30652
657.31,455.47,0.30679
658.34,455.47,0.30707
659.38,455.46,0.30735
660.41,455.46,0.30763
661.45,455.46,0.30791
662.49,455.46,0.30819
663.53,455.45,0.30847
664.57,455.45,0.30875
665.61,455.45,0.30903
666.66,455.45,0.30931
667.7,455.44,0.30959
668.75,455.44,0.30987
669.79,455.44,0.31014
670.84,455.44,0.31042
671.89,455.44,0.31071
672.93,455.43,0.31099
673.98,455.43,0.31127
675.03,455.43,0.31155
676.09,455.43,0.31184
677.14,455.42,0.31212
678.19,455.42,0.31241
679.24,455.42,0.31269
680.3,455.42,0.31298
681.36,455.41,0.31326
682.41,455.41,0.31355
683.47,455.41,0.31383
684.53,455.41,0.31411
685.59,455.4,0.3144
686.65,455.4,0.31468
687.71,455.4,0.31497
688.77,455.4,0.31525
689.84,455.39,0.31554
690.9,455.39,0.31583
691.97,455.39,0.31612
693.04,455.39,0.31641
694.1,455.38,0.31669
695.17,455.38,0.31698
696.24,455.38,0.31727
697.31,455.38,0.31756
698.38,455.37,0.31785
699.45,455.37,0.31813
700.53,455.37,0.31842
701.6,455.37,0.3187
702.68,455.37,0.31899
703.75,455.36,0.31927
704.83,455.36,0.31955
705.91,455.36,0.31984
706.99,455.36,0.32012
708.07,455.35,0.32041
709.15,455.35,0.32069
710.23,455.35,0.32098
711.31,455.35,0.32127
712.4,455.34,0.32156
713.48,455.34,0.32185
714.57,455.34,0.32214
715.65,455.34,0.32243
716.74,455.33,0.32271
717.83,455.33,0.323
718.92,455.33,0.32329
720.01,455.33,0.32358
721.1,455.32,0.32387
722.19,455.32,0.32416
723.28,455.32,0.32445
724.38,455.32,0.32474
725.47,455.31,0.32502
726.57,455.31,0.32531
727.67,455.31,0.3256
728.77,455.31,0.32589
729.86,455.3,0.32617
730.96,455.3,0.32646
732.07,455.3,0.32675
733.17,455.3,0.32704
734.27,455.29,0.32733
735.37,455.29,0.32762
736.48,455.29,0.32791
737.58,455.29,0.3282
738.69,455.28,0.32849
739.8,455.28,0.32878
740.91,455.28,0.32907
742.02,455.28,0.32937
743.13,455.28,0.32966
744.24,455.27,0.32996
745.35,455.27,0.33025
746.47,455.27,0.33055
747.58,455.27,0.33084
748.7,455.26,0.33113
749.81,455.26,0.33142
750.93,455.26,0.33172
752.05,455.26,0.33201
753.17,455.25,0.3323
754.29,455.25,0.33259
755.41,455.25,0.33288
756.53,455.25,0.33316
757.65,455.24,0.33345
758.78,455.24,0.33375
759.9,455.24,0.33404
761.03,455.24,0.33433
762.16,455.23,0.33463
763.28,455.23,0.33492
764.41,455.23,0.33521
765.54,455.23,0.33551
766.67,455.22,0.33581
767.81,455.22,0.3361
768.94,455.22,0.3364
770.07,455.22,0.33669
771.21,455.21,0.33697
772.34,455.21,0.33726
773.48,455.21,0.33755
774.62,455.21,0.33784
775.76,455.2,0.33813
776.9,455.2,0.33843
778.04,455.2,0.33872
779.18,455.2,0.33902
780.32,455.19,0.33932
781.47,455.19,0.33961
782.61,455.19,0.33991
783.76,455.19,0.3402
784.9,455.18,0.3405
786.05,455.18,0.34079
787.2,455.18,0.34109
788.35,455.18,0.34139
789.5,455.17,0.34169
790.65,455.17,0.342
791.8,455.17,0.3423
792.96,455.17,0.34259
794.11,455.16,0.34288
795.27,455.16,0.34318
796.42,455.16,0.34347
797.58,455.16,0.34376
798.74,455.15,0.34406
799.9,455.15,0.34436
801.06,455.15,0.34466
802.22,455.15,0.34495
803.38,455.14,0.34525
804.55,455.14,0.34555
805.71,455.14,0.34584
806.88,455.14,0.34614
808.04,455.13,0.34644
809.21,455.13,0.34674
810.38,455.13,0.34703
811.55,455.13,0.34733
812.72,455.12,0.34763
813.89,455.12,0.34792
815.06,455.12,0.34822
816.23,455.12,0.34852
817.41,455.11,0.34882
818.58,455.11,0.34911
819.76,455.11,0.34941
820.94,455.11,0.34971
822.11,455.1,0.35001
823.29,455.1,0.35031
824.47,455.1,0.35061
825.65,455.1,0.35091
826.84,455.09,0.35121
828.02,455.09,0.35151
829.2,455.09,0.35182
830.39,455.09,0.35212
831.57,455.08,0.35243
832.76,455.08,0.35273
833.95,455.08,0.35303
835.14,455.08,0.35333
836.33,455.07,0.35363
837.52,455.07,0.35393
838.71,455.07,0.35424
839.9,455.07,0.35453
841.1,455.06,0.35482
842.29,455.06,0.35512
843.49,455.06,0.35541
844.69,455.06,0.35571
845.88,455.05,0.35601
847.08,455.05,0.35632
848.28,455.05,0.35662
849.48,455.05,0.35693
850.69,455.04,0.35723
851.89,455.04,0.35753
853.09,455.04,0.35784
854.3,455.04,0.35814
855.5,455.03,0.35844
856.71,455.03,0.35875
857.92,455.03,0.35905
859.13,455.03,0.35935
860.34,455.02,0.35965
861.55,455.02,0.35996
862.76,455.02,0.36026
863.97,455.02,0.36056
865.19,455.01,0.36086
866.4,455.01,0.36115
867.62,455.01,0.36145
868.83,455.01,0.36175
870.05,455,0.36206
871.27,455,0.36236
872.49,455,0.36267
873.71,455,0.36297
874.93,454.99,0.36327
876.16,454.99,0.36357
877.38,454.99,0.36387
878.61,454.99,0.36417
879.83,454.98,0.36447
881.06,454.98,0.36477
882.29,454.98,0.36508
883.52,454.98,0.36538
884.75,454.97,0.36568
885.98,454.97,0.36598
887.21,454.97,0.36629
888.44,454.97,0.36659
889.68,454.96,0.3669
890.91,454.96,0.3672
892.15,454.96,0.3675
893.38,454.96,0.36781
894.62,454.95,0.36812
895.86,454.95,0.36842
897.1,454.95,0.36873
898.34,454.95,0.36903
899.58,454.94,0.36934
900.83,454.94,0.36965
902.07,454.94,0.36995
903.32,454.94,0.37026
904.56,454.93,0.37056
905.81,454.93,0.37087
907.06,454.93,0.37117
908.31,454.93,0.37148
909.56,454.92,0.37179
910.81,454.92,0.3721
912.06,454.92,0.37241
913.31,454.92,0.37271
914.57,454.91,0.37302
915.82,454.91,0.37332
917.08,454.91,0.37363
918.34,454.91,0.37393
919.6,454.9,0.37424
920.86,454.9,0.37455
922.12,454.9,0.37486
923.38,454.9,0.37517
924.64,454.89,0.37548
925.9,454.89,0.37579
927.17,454.89,0.3761
928.43,454.88,0.37641
929.7,454.88,0.37672
930.97,454.88,0.37703
932.23,454.88,0.37734
933.5,454.87,0.37765
934.77,454.87,0.37796
936.05,454.87,0.37826
937.32,454.87,0.37857
938.59,454.86,0.37888
939.87,454.86,0.37919
941.14,454.86,0.3795
942.42,454.86,0.37981
943.7,454.85,0.38013
944.98,454.85,0.38043
946.26,454.85,0.38074
947.54,454.85,0.38105
948.82,454.84,0.38136
950.1,454.84,0.38167
951.38,454.84,0.38198
952.67,454.84,0.38229
953.96,454.83,0.3826
955.24,454.83,0.38291
956.53,454.83,0.38322
957.82,454.83,0.38353
959.11,454.82,0.38384
960.4,454.82,0.38415
961.69,454.82,0.38446
962.99,454.82,0.38476
964.28,454.81,0.38507
965.57,454.81,0.38538
966.87,454.81,0.38569
968.17,454.81,0.386
969.47,454.8,0.38631
970.77,454.8,0.38663
972.07,454.8,0.38695
973.37,454.79,0.38726
974.67,454.79,0.38758
975.97,454.79,0.3879
977.28,454.79,0.38821
978.58,454.78,0.38853
979.89,454.78,0.38884
981.2,454.78,0.38915
982.5,454.78,0.38946
983.81,454.77,0.38978
985.12,454.77,0.39009
986.44,454.77,0.39041
987.75,454.77,0.39072
989.06,454.76,0.39104
990.38,454.76,0.39135
991.69,454.76,0.39166
993.01,454.76,0.39198
994.33,454.75,0.39229
995.65,454.75,0.39261
996.97,454.75,0.39292
998.29,454.75,0.39323
999.61,454.74,0.39354
1000.9,454.74,0.39386
1002.3,454.74,0.39417
1003.6,454.74,0.39448
1004.9,454.73,0.39479
1006.2,454.73,0.3951
1007.6,454.73,0.39541
1008.9,454.72,0.39572
1010.2,454.72,0.39604
1011.6,454.72,0.39635
1012.9,454.72,0.39667
1014.2,454.71,0.39698
1015.6,454.71,0.3973
1016.9,454.71,0.39761
1018.2,454.71,0.39793
1019.6,454.7,0.39825
1020.9,454.7,0.39856
1022.2,454.7,0.39888
1023.6,454.7,0.3992
1024.9,454.69,0.39952
1026.3,454.69,0.39984
1027.6,454.69,0.40016
1029,454.69,0.40047
1030.3,454.68,0.4008
1031.6,454.68,0.40112
1033,454.68,0.40144
1034.3,454.68,0.40177
1035.7,454.67,0.40209
1037,454.67,0.40241
1038.4,454.67,0.40273
1039.8,454.66,0.40304
1041.1,454.66,0.40336
1042.5,454.66,0.40368
1043.8,454.66,0.404
1045.2,454.65,0.40432
1046.5,454.65,0.40464
1047.9,454.65,0.40496
1049.3,454.65,0.40528
1050.6,454.64,0.4056
1052,454.64,0.40592
1053.3,454.64,0.40623
1054.7,454.64,0.40655
1056.1,454.63,0.40687
1057.4,454.63,0.40718
1058.8,454.63,0.4075
1060.2,454.63,0.40782
1061.5,454.62,0.40813
1062.9,454.62,0.40845
1064.3,454.62,0.40877
1065.7,454.61,0.4091
1067,454.61,0.40942
1068.4,454.61,0.40974
1069.8,454.61,0.41007
1071.2,454.6,0.41039
1072.5,454.6,0.41072
1073.9,454.6,0.41104
1075.3,454.6,0.41136
1076.7,454.59,0.41169
1078.1,454.59,0.41201
1079.5,454.59,0.41234
1080.8,454.59,0.41266
1082.2,454.58,0.41298
1083.6,454.58,0.41331
1085,454.58,0.41362
1086.4,454.58,0.41394
1087.8,454.57,0.41425
1089.2,454.57,0.41457
1090.6,454.57,0.41489
1092,454.56,0.41521
1093.3,454.56,0.41553
1094.7,454.56,0.41586
1096.1,454.56,0.41618
1097.5,454.55,0.4165
1098.9,454.55,0.41683
1100.3,454.55,0.41715
1101.7,454.55,0.41748
1103.1,454.54,0.4178
1104.5,454.54,0.41813
1105.9,454.54,0.41845
1107.3,454.54,0.41878
1108.8,454.53,0.4191
1110.2,454.53,0.41943
1111.6,454.53,0.41976
1113,454.52,0.42008
1114.4,454.52,0.42041
1115.8,454.52,0.42073
1117.2,454.52,0.42106
1118.6,454.51,0.42138
1120,454.51,0.42171
1121.5,454.51,0.42204
1122.9,454.51,0.42237
1124.3,454.5,0.42269
1125.7,454.5,0.42302
1127.1,454.5,0.42334
1128.6,454.5,0.42366
1130,454.49,0.42398
1131.4,454.49,0.4243
1132.8,454.49,0.42462
1134.2,454.48,0.42495
1135.7,454.48,0.42529
1137.1,454.48,0.42562
1138.5,454.48,0.42595
1140,454.47,0.42628
1141.4,454.47,0.42661
1142.8,454.47,0.42693
1144.3,454.47,0.42726
1145.7,454.46,0.42759
1147.1,454.46,0.42792
1148.6,454.46,0.42825
1150,454.46,0.42857
1151.4,454.45,0.4289
1152.9,454.45,0.42923
1154.3,454.45,0.42955
1155.8,454.44,0.42988
1157.2,454.44,0.43021
1158.6,454.44,0.43053
1160.1,454.44,0.43086
1161.5,454.43,0.43119
1163,454.43,0.43151
1164.4,454.43,0.43184
1165.9,454.43,0.43217
1167.3,454.42,0.4325
1168.8,454.42,0.43283
1170.2,454.42,0.43315
1171.7,454.41,0.43348
1173.1,454.41,0.4338
1174.6,454.41,0.43413
1176,454.41,0.43446
1177.5,454.4,0.43478
1179,454.4,0.43511
1180.4,454.4,0.43544
1181.9,454.4,0.43576
1183.3,454.39,0.43609
1184.8,454.39,0.43642
1186.3,454.39,0.43675
1187.7,454.39,0.43708
1189.2,454.38,0.43741
1190.7,454.38,0.43774
1192.1,454.38,0.43807
1193.6,454.37,0.4384
1195.1,454.37,0.43874
1196.5,454.37,0.43907
1198,454.37,0.4394
1199.5,454.36,0.43973
1201,454.36,0.44007
1202.4,454.36,0.4404
1203.9,454.36,0.44073
1205.4,454.35,0.44107
1206.9,454.35,0.4414
1208.4,454.35,0.44173
1209.8,454.34,0.44206
1211.3,454.34,0.44239
1212.8,454.34,0.44273
1214.3,454.34,0.44306
1215.8,454.33,0.44339
1217.3,454.33,0.44373
1218.8,454.33,0.44406
1220.2,454.33,0.4444
1221.7,454.32,0.44473
1223.2,454.32,0.44506
1224.7,454.32,0.44539
1226.2,454.31,0.44572
1227.7,454.31,0.44606
1229.2,454.31,0.44639
1230.7,454.31,0.44672
1232.2,454.3,0.44705
1233.7,454.3,0.44738
1235.2,454.3,0.44771
1236.7,454.3,0.44805
1238.2,454.29,0.44839
1239.7,454.29,0.44873
1241.2,454.29,0.44906
1242.7,454.28,0.4494
1244.2,454.28,0.44974
1245.7,454.28,0.45008
1247.2,454.28,0.45041
1248.7,454.27,0.45075
1250.3,454.27,0.45109
1251.8,454.27,0.45143
1253.3,454.27,0.45177
1254.8,454.26,0.4521
1256.3,454.26,0.45244
1257.8,454.26,0.45278
1259.3,454.25,0.45312
1260.9,454.25,0.45346
1262.4,454.25,0.45379
1263.9,454.25,0.45413
1265.4,454.24,0.45447
1266.9,454.24,0.45481
1268.5,454.24,0.45515
1270,454.24,0.45549
1271.5,454.23,0.45583
1273,454.23,0.45617
1274.6,454.23,0.45651
1276.1,454.22,0.45685
1277.6,454.22,0.45719
1279.2,454.22,0.45753
1280.7,454.22,0.45787
1282.2,454.21,0.45821
1283.8,454.21,0.45855
1285.3,454.21,0.45889
1286.8,454.21,0.45923
1288.4,454.2,0.45957
1289.9,454.2,0.4599
1291.5,454.2,0.46024
1293,454.19,0.46058
1294.5,454.19,0.46092
1296.1,454.19,0.46126
1297.6,454.19,0.4616
1299.2,454.18,0.46194
1300.7,454.18,0.46228
1302.3,454.18,0.46262
1303.8,454.17,0.46296
1305.4,454.17,0.4633
1306.9,454.17,0.46364
1308.5,454.17,0.46398
1310,454.16,0.46431
1311.6,454.16,0.46465
1313.2,454.16,0.465
1314.7,454.16,0.46534
1316.3,454.15,0.46569
1317.8,454.15,0.46604
1319.4,454.15,0.46638
1320.9,454.14,0.46672
1322.5,454.14,0.46706
1324.1,454.14,0.4674
1325.6,454.14,0.46774
1327.2,454.13,0.46808
1328.8,454.13,0.46842
1330.3,454.13,0.46876
1331.9,454.12,0.4691
1333.5,454.12,0.46944
1335.1,454.12,0.46978
1336.6,454.12,0.47013
1338.2,454.11,0.47047
1339.8,454.11,0.47082
1341.4,454.11,0.47116
1342.9,454.11,0.47151
1344.5,454.1,0.47185
1346.1,454.1,0.47219
1347.7,454.1,0.47253
1349.3,454.09,0.47288
1350.8,454.09,0.47322
1352.4,454.09,0.47357
1354,454.09,0.47391
1355.6,454.08,0.47426
1357.2,454.08,0.47461
1358.8,454.08,0.47495
1360.4,454.07,0.47529
1361.9,454.07,0.47563
1363.5,454.07,0.47597
1365.1,454.07,0.47631
1366.7,454.06,0.47665
1368.3,454.06,0.47699
1369.9,454.06,0.47734
1371.5,454.05,0.47768
1373.1,454.05,0.47803
1374.7,454.05,0.47837
1376.3,454.05,0.47872
1377.9,454.04,0.47907
1379.5,454.04,0.47942
1381.1,454.04,0.47977
1382.7,454.04,0.48012
1384.3,454.03,0.48046
1385.9,454.03,0.4808
1387.6,454.03,0.48114
1389.2,454.02,0.48148
1390.8,454.02,0.48182
1392.4,454.02,0.48217
1394,454.02,0.48252
1395.6,454.01,0.48287
1397.2,454.01,0.48322
1398.9,454.01,0.48357
1400.5,454,0.48392
1402.1,454,0.48426
1403.7,454,0.48461
1405.3,454,0.48495
1407,453.99,0.4853
1408.6,453.99,0.48565
1410.2,453.99,0.486
1411.8,453.98,0.48635
1413.5,453.98,0.4867
1415.1,453.98,0.48704
1416.7,453.98,0.48739
1418.3,453.97,0.48774
1420,453.97,0.48808
1421.6,453.97,0.48843
1423.2,453.96,0.48878
1424.9,453.96,0.48912
1426.5,453.96,0.48947
1428.1,453.96,0.48982
1429.8,453.95,0.49017
1431.4,453.95,0.49052
1433.1,453.95,0.49087
1434.7,453.95,0.49122
1436.4,453.94,0.49157
1438,453.94,0.49191
1439.6,453.94,0.49226
1441.3,453.93,0.49261
1442.9,453.93,0.49297
1444.6,453.93,0.49332
1446.2,453.93,0.49367
1447.9,453.92,0.49403
1449.5,453.92,0.49438
1451.2,453.92,0.49472
1452.8,453.91,0.49507
1454.5,453.91,0.49542
1456.2,453.91,0.49577
1457.8,453.91,0.49612
1459.5,453.9,0.49647
1461.1,453.9,0.49682
1462.8,453.9,0.49717
1464.5,453.89,0.49752
1466.1,453.89,0.49787
1467.8,453.89,0.49823
1469.5,453.89,0.49858
1471.1,453.88,0.49894
1472.8,453.88,0.49929
1474.5,453.88,0.49965
1476.1,453.87,0.5
1477.8,453.87,0.50036
1479.5,453.87,0.50072
1481.1,453.87,0.50107
1482.8,453.86,0.50143
1484.5,453.86,0.50179
1486.2,453.86,0.50214
1487.9,453.85,0.5025
1489.5,453.85,0.50285
1491.2,453.85,0.50321
1492.9,453.85,0.50357
1494.6,453.84,0.50392
1496.3,453.84,0.50428
1497.9,453.84,0.50464
1499.6,453.83,0.50499
1501.3,453.83,0.50535
1503,453.83,0.5057
1504.7,453.83,0.50606
1506.4,453.82,0.50641
1508.1,453.82,0.50677
1509.8,453.82,0.50713
1511.5,453.81,0.50749
1513.2,453.81,0.50786
1514.9,453.81,0.50822
1516.6,453.81,0.50857
1518.3,453.8,0.50893
1520,453.8,0.50928
1521.7,453.8,0.50964
1523.4,453.79,0.51
1525.1,453.79,0.51035
1526.8,453.79,0.51071
1528.5,453.78,0.51106
1530.2,453.78,0.51142
1531.9,453.78,0.51177
1533.6,453.78,0.51213
1535.3,453.77,0.51249
1537,453.77,0.51285
1538.7,453.77,0.5132
1540.5,453.76,0.51356
1542.2,453.76,0.51392
1543.9,453.76,0.51427
1545.6,453.76,0.51463
1547.3,453.75,0.51499
1549.1,453.75,0.51534
1550.8,453.75,0.5157
1552.5,453.74,0.51606
1554.2,453.74,0.51642
1555.9,453.74,0.51678
1557.7,453.74,0.51714
1559.4,453.73,0.5175
1561.1,453.73,0.51787
1562.9,453.73,0.51823
1564.6,453.72,0.5186
1566.3,453.72,0.51896
1568.1,453.72,0.51932
1569.8,453.72,0.51967
1571.5,453.71,0.52003
1573.3,453.71,0.52039
1575,453.71,0.52074
1576.7,453.7,0.52111
1578.5,453.7,0.52147
1580.2,453.7,0.52183
1582,453.7,0.52219
1583.7,453.69,0.52255
